PageNumber,ReportText,IsTableOfContents,IsCoverPage,DocumentBegin,IsAttatchment
443,"at the Regional Office. At the exit brief with the Committee,
representatives of the Regional Office agreed with the Committee, and
promised to consider funding the position as a full — time position.
VHA:
B. Fayetteville VA Medical Center
The Director agreed to evaluate the need of a full-time position at the
Medical Center.
NCA:
C. Salisbury National Cemetery
The Director needs only a part-time MVPC.
16
",0,0,0,0
444,"PART III. TOWN HALL MEETINGS
DISCUSSION: The Committee held two Town Hall meetings with veterans — the
first meeting was held in Fayetteville and the second meeting was held in
Winston-Salem, North Carolina.
1. Fayetteville Holiday Inn I-95, Conference Rooms lI. Il, Ill
The Committee held a Town Hall meeting with Veterans on Monday,
March 31, 2008, from 6:30 p.m. to 8:30 p.m. Attendance suggested an
aggressive outreach effort to inform veterans. There were approximately
130 veterans — African American, Native American, Asian American, and
Caucasian — in the meeting hall.
A. Representatives included:
(1) The VA, which was represented by:
Dr. Dave Raney, Communications Officer, VISN 6 Representative
Mr. Bruce Triplett-Director, Fayetteville VAMC
Ms. Norma Byrd, Public Affairs Office
Mr. BJ Parker-Chief, Health Administration
Mr. Jim Belmont-VA/DoD Sharing Agreements
Mr. Jerry Fountain-Wounded Warrior Program
Ms. Nina Tann-VBA
Mr. Daryl Ford- Minority Veterans Program Coordinator
Mr. Eugene Paul- Minority Veterans Program Coordinator
Mr. Greg Whitney- Director, Salisbury National Cemetery
(2) VSO’s represented:
DAV
VFEW
(3) Lumbee Tribe of North Carolina:
Mr. Jimmy Goins, Tribal Chairman
(4) Other attendees:
Cumberland County Service Officer
Mr. Joe Wright, PVA
17
",0,0,0,1
445,"B. Veterans’ Issues:

CMV staff identified each veteran and his/her related issue. Because of
privacy issues, ACMV will not include any information on Veterans and their
complaints/issues. CMV staff has collected and catalogued all issues presented
at the town halls, and will distribute those, under separate cover, to the
respective local VA administration for action.

In general, issues address the following areas:

e Incorrect location given for town hall meeting which limited
attendance.

e Mental health.

e Denying access to VAMC. The widow of a Lumbee Tribe
Veteran related how her husband, a Vietnam veteran in the
Lumberton Hospital, was denied admission at the
Fayetteville VAMC and transferred to a local facility.

e Low Intensity Conflicts — Time served during classified
missions (counter intelligence agent) and because of sealed
records, were unable to file claim or claim was denied.

e Unaware of VA services in North Carolina.

e Rehabilitation training.

e Vocational rehabilitation.

e Eligibility and status of VA claims.

e Assistance in obtaining medical records to apply for benefits.

e Status of legislative actions regarding allotment for Native
Americans.

e Improper classification of Native Americans, as Caucasians.

2. Winston-Salem Marriott, Hearn Grand Ballroom

The Committee held a Town Hall meeting with veterans on Wednesday,

April 2, 2008, from 6:30 p.m. to 8:30 p.m. At the Regional Office, in

Winston-Salem, the limited number of veterans in attendance suggested a

tentative and ineffective outreach program to advertise the sessions with

the veteran population. The number of veterans in attendance did not
exceed six. Of concern was that the numbers of veterans in the same
building complex were unaware of the town hall session.
A. Representatives:
(1) The VA, which was represented by:
VA Regional Office staff
Mr. Gregory Whitney, Director & MVPC, Salisbury National Cemetery
Mr. Andy Roberts, MVPC, Salisbury VAMC
18
",0,0,0,0
446,"Mr. Darrell Ford, MVPC, Fayetteville VAMC
B. Veterans’ Issues:

CMV staff identified each veteran and his/her related issue. Because of
privacy issues, the Committee will not include any identifying information on
veterans. CMV staff has collected and catalogued all issues presented at the
town halls, and will distribute those, under separate cover, to the respective
administration for action.

In general, issues address the following areas:

e Aveteran who served in Desert Shield/Desert Storm had seven
surgeries. She shared her frustration that no one could tell her
what was wrong. She now has degenerative arthritis in her feet,
migraines, and still fighting VA for her compensation.

e A veteran stated he received letters from VA informing him that
they are working on his claim but received no information
regarding the town hall meeting. His concern was that VA
denied his claim for dependency for child even though he is
paying child support.

e A Navy veteran, who has worked at the VA for six months, had
a shaving profile in the military but was denied disability for a
skin condition. If it was a medical issue in the military, how
come | am being denied?

e A female veteran wanted to know why she wasn't selected or
hired for positions within VA. (Note: The HR representative
indicated follow-up action.)

e A veteran requested that the Secretary develop a central
location for VA employees to have their claim processed instead
of farmed out to neighboring VAROs. As an employee, we
cannot call the 1-800 number. Also, establish a toll free number
for VA employees with claims to call. Employees have to go to
their supervisor to check on the status of their claim.

19
",0,0,0,0
447,"PART IV. ADDITIONAL MEETINGS

On Monday, March 31, 2008, the Committee met with a panel of Veterans
Services Organizations (VSO’s) at the Fayetteville VAMC. On Tuesday morning,
April 1, the Committee met with the commander and designated staff of Womack
Army Medical Center and had the opportunity to tour the medical facility. In the
afternoon, the Committee met with Tribal members of the Lumbee Tribe of North
Carolina located in Pembroke, North Carolina.

1. Panel of Veterans Services Organizations (VSQ’s):

The Committee met with Mr. Wally Johnson, Adjutant Executive Officer of
Disabled American Veterans (DAV), representing the VSO’s in the Fayetteville,
North Carolina, area of operation. The DAV’s goal is to build better alliance for
our Nation’s veterans and their families. The DAV consisted of disabled
American men and women veterans. Its membership was approximately 1.3
million veterans.

2. Womack Army Medical Center, Fort Bragg, North Carolina:

The Committee’s visit and tour of Womack Army Medical Center was
informative and emotional. The Committee was impressed by the dedication of
all personnel it met during the visit. The Committee extends its gratitude to all
staff and to injured warriors for a memorable experience.

Colonel Walton, Commander, presented a very comprehensive brief on
the facility. Womack Army Medical Center, Fort Bragg, North Carolina, is the
largest Medical Center within the Army Medical Department, with approximately
3000 employees. Under BRAC, Womack Army Medical Center will assume
responsibilities for the Health Clinic at Pope Air Force Base.

Lieutenant Colonel Jay Thornton, Commander, Warrior Transition Battalion,
provided the Committee a historical perspective on the activation, organization
and mission of the Battalion.

3. Lumbee Tribe of North Carolina, Pemberton, North Carolina

The highlight of the Committee’s activities was its visit with the Lumbee
Tribe of North Carolina. The Committee held a meeting with the Tribal Chairman
and various members of the Tribe. After the meeting, the Committee attended
an event sponsored by the Lumbee Warriors Association, and which was hosted
by the Tribal Chairman at his residence. The Committee expresses its deep
gratitude to the Lumbee Tribe of North Carolina for its hospitality, its
graciousness, and the events. The Committee also extends its deepest gratitude
to the Tribal Chairman and Mrs. Goins for their hospitality, the unique

20
",0,0,0,0
448,"demonstration of Tribal customs, and the opportunity to interact with members of
the Tribe.

A. Representatives:

(1) The VA was represented by:

Mr. Bruce Triplett, Director, VAMC

Ms. Rosalyn Cole, Associate Director, VAMC

Mr. Darrell Ford, Minority Veteran Program Coordinator (MVPC)

(2) |The Lumbee Tribe of North Carolina:

Mr. Jimmy Goins, Tribal Chairman

Ms. Natascha Tilson, Director of Elders Services

Ms. Tammy Maynor, Tribal Administrator

Tribal Members

Tribal Veterans

Representatives, Tribal Veteran Services Organizations (VSOs)

B. Veterans Issues

In general, issues address the following areas:

e Improper classification of Native Americans. Native Americans,
who reported for care at the VAMC in Fayetteville, were
improperly classified. Review of data by members of the
Lumbee Tribe and reports from Native American veterans
sustained that those veterans were classified as Caucasians,
and not as Native Americans. This improper classification and
reporting denies Native Americans its place in our society and is
contrary to statutes, policies and regulations governing the
classification and reporting of Native Americans, and of minority
veterans.

e There was a sensing that if this situation existed in North
Carolina, it may also be prevalent at other VA facilities. VA
must insure that Native Americans are properly classified and
reported, and that data on minority veterans is consistent with
statutes, policies and regulations.

21
",0,0,0,0
449,"PART V. EXIT INTERVIEW WITH LOCAL VA LEADERSHIP
1. Holiday Inn I-95 Conference Room Section Ill, Fayetteville, NC
The ACMV met with key VA staff on April 3, 2008, at the Fayetteville
Holiday Inn I-95 Conference Room Section Ill. The purpose of the meeting
was to allow the VA staff to present issues, comments, and recommendations
from a staff perspective.
A. Remarks of the Advisory Committee on Minority Veterans:
(1) General
e Most striking was the tenor of Town Hall meeting, Fayetteville, NC.
Veterans’ presence was striking and showed great determination
on the part of the VAMC to encourage maximum attendance.
e There were several VHA issues, which were, for the most part,
handled during the meeting
e The majority of issues seem to target VBA and its processes.
(2) Outreach
e Hiring/Staffing diversity/goals:
o Connect with minority Veterans, and recognize
percentage of efforts vis a vis demographics, which is the
ACMV’s charter.
o Involve VSO’s, churches, community and tribal leaders.
o Outreach cannot be done on a part-time basis.

(3) | ACMV is concerned about the unavailability of valid racial/ethnic
data for useful metrics/self-evaluation, as required by the VA
General Counsel opinion.

(4) | Applauded the expended use of telemedicine and other diagnostic
“tests” to improve services provided beneficiaries.

(5) | Applauded the cooperation and working relationship between
theVAMC and Womack Army Medical Center. Applauded resource
sharing agreements with Womack, but questioned reimbursement
practices between VA and DOD. VHA staff's comments suggested
that VA can, indeed, reimburse DOD.

22
",0,0,0,0
450,"(6) Took note of the increased functionality of electronic health records.
Inquired about the possibility of achieving electronic transfer of
what VA needs from DOD, as Veterans flow into VA system.

(7) Questioned the practice of hiring Veterans at the VAMC,
Fayetteville, and the Regional Office, Winston-Salem, which, at
both locations, did not appear to be followed. The hiring of
Veterans was a mandatory edict for all federal agencies.

(8) Personnel accountability — supervisors, subordinates — did not
appear to be stringent. Comments suggested that a mid-year
performance review was conducted; however, there was minimal
evidence — derived from staffs comments — that supervisors and
subordinates were being held accountable for and in job
performance.

(9) Applauded the Director, VAMC, in his quest to have a diverse staff
at all levels of the organization. Recommended that effort be
directed at hiring Native Americans. The Director committed to do
that.

(10) Questioned the requirement for a “V” device on Air Medal, before
accepting Veteran’s claims of having participated in combat, and
therefore eligible for benefits. This issue was in response to a
Veteran's claim that he had been awarded 9 Air Medals, without a
“V” device, which disqualified his application for benefits.

The ACMV perceived, and VBA’s staff comments suggested, that
the Regional Office staff focused on the most demanding
interpretations of the rules (CFR) to adjudicate Veteran’s claims.
The ACMV held the opinion that VBA/RO’s focus should be on
helping the Veteran make his/her case.

(11) Applauded the MPVC — Ms. Sharon Norwood — for her superb
efforts in fulfilling her duties. Ms. Norwood was a part-time MPVC,
which required her to spend an inordinate amount of personal time
to establish an effective and far-reaching program. Recommended
that the RO’s MPVC be designated as full-time. RO’s staff
indicated that they will endeavor to do so.

(12) Applauded the Director, National Cemetery, in his quest to have a
fully diverse staff, and in his efforts to manage the emotional
trauma felt by parents, loved ones. Suggested that he provide a
name and direct phone number, rather than the 800 number, to
next-of-kins, when they have the need to contact VBA counselors.

(13) Applauded the VISN’s commitment to diversity and to Veterans.

23
",0,0,0,0
451,"B. VA STAFF’s COMMENTS
(1) VISN
e Representative of the VISN Director:
o Apologized for the Director’s inability to attend.
o Emphasized the collaborative relationship between
entities in the VISN.
o Stated that the VISN is committed to promote diversity at
all levels, to welcome Veterans, and to work closely with
DOD for seamless transition of military to VA.
o The VISN does not tolerate absence of courtesy, and
needs more customer service orientation.
o Hiring practices must be improved.
o MPVC is a part-time position at VISN level.
(2) VAMC
e The Director, Fayetteville VAMC, commented that:

o Space was an issue at the VAMC.

o CBOC was programmed to support Veterans of the Lumbee
Tribe, and other Veterans located in the area.

o There were immediate challenges for OEF/OIF; but felt
confident that those challenges could be resolved.

o He was proud of the make-up of his staff and subordinates,
reflecting a great mix of personnel, and of diversity at the
VAMC. He recognized the need to hire a highly-qualified
Native American counselor.

o He was sensitive to the make-up of the surrounding
communities, and would take a hard look at cultural
competency of the VAMC staff.

o There was excellent collaboration and relationship with
Womack Army Medical Center.

24
",0,0,0,0
452,"o He stated that challenges between VA and DoD are
addressed at senior leadership levels between the
Departments.

o Staff diversity among the senior grades of VA remains a
area of focus.

(3) VBA
e Ms. Kimberley Albert represented the Acting Director and
commented that:

o Diversity may be an issue at the RO.

o MPVC is acollateral duty. However, RO will endeavor to
promote to full-time status, using RO’s resources.

o Was disappointed with the attendance at the Town Hall
meeting, and agreed that the RO did not endeavor to
publicize the meeting to Veterans in and around the area.

o Indicated that timely receipt of medical records from DOD
was a major issue. On average, DOD forwards medical
records 137 days after submission of the VBA request.
The ACMV noted that, with an average processing time —
about 137 days — of a Veteran’s initial application for
benefits, almost 280 days will have elapsed before the
Veteran is advised of the status of his/her application.
The ACMV questioned the timely processing of a Veteran’s
application for benefits.

o ROwill provide all data and information requested by the
ACMV.

25
",0,0,0,0
453,"PART VI. RECOMMENDATIONS AND VA RESPONSES

The Committee recommends the following:

Recommendation 1: Promote culturally and geographically relevant outreach
programs and efforts throughout the VA by increasing and funding more full-time
Minority Veterans Program Coordinator (MVPC) positions in areas where there is
a large minority veteran population. Currently four full-time MVPC positions, out
of approximately 300, are funded.

VA Response: Concur In Principle

Veteran Benefits Administration has MVPCs assigned to VA Regional Offices
(VARO). In October 2007, the Center for Minority Veterans implemented the
electronic MVPC Quarterly Report. This report was designed to track ongoing
outreach activities in VA that improve minority veterans’ awareness and access
to VA services. In addition, the MVPCs must develop an operation plan of their
strategies and goals to:

(1) address access and participation of minority veterans in VA
programs;

(2) train VA employees focusing on sensitivity to the needs of
minority veterans;

(3) identify gaps in transition assistance for all service members
and veterans;

(4) meet with facility leadership to inform and discuss trends o
patterns, correct deficiencies, and address the concerns/issues
related to minority veterans.

lf a need is demonstrated, it will be assessed by local management.

National Cemetery Administration (NCA) has 77 MVPCs system-wide, with a
majority of them serving concurrently as the Director of the national cemetery.
MVPCs are also partnering with local medical centers and regional offices. They
are steadily increasing their outreach activities in their respective regions.
Veterans Benefits Administration (VBA) has MVPCs at each of its 59 regional
offices. Local management works with the MVPCs regarding time needed to
attend minority veteran events and/or assist minority veterans. Currently, the
need for a full-time MVPC position in VBA has not been demonstrated. NCA will
designate one MVPC as a full-time position in the VACO Office of Field
Programs.
Veterans Health Administration (VHA) has MVPCs throughout its medical
facilities. Four of these individuals are in full-time positions. 10N will review the
need to have full-time MPVCs.

26
",0,0,0,0
454,"As stated by the ACMV the complexity of this problem is profound nevertheless
not resolvable. The Department of Veterans Affairs (VA) has a very proactive
approach to its outreach services.
In 2006, the Department unveiled the Community Prosperity Program (CPP).
The chief purpose of CPP is for VA to work directly at the local community level
and create a framework for affinity organizations, veterans service organizations,
federal, state, and local governments, institutions of higher education, and the
private sector to collaborate on mutually supportive programs, education,
employment, health for American’s veterans and dependents.
In addition to CPP, VA continues to support aggressively the minority community
monthly national job fairs and health expos supporting veterans and local
community needs. The key during all these events are presentations on the VA’s
current information regarding veteran benefits and health services.
The Department continues to work with minority groups to assess activities that
will improve VA’s delivery service through heightening outreach and awareness
to the local minority community and veteran interest. VA’s appraisal of these
national events is that they provide excellent outsources for field facilities on the
latest programs and activities supporting local communities and specifically, our
Nation’s veterans.
The Department continues to explore ways to reach out and expand its
awareness and outreach efforts supporting its homeless, PTSD, new Gl Bill,
Vocational Rehab Services, to name a few.
Recommendation 2: The ACMV recommends that the Secretary direct VHA,
VBA and NCA to designate the Minority Veteran Program Coordinators as full
time positions at the VAMC, VARO and MSN levels; and that funding for those
positions be the responsibility and purview of each agency.
VA Response: See response for Recommendation 1 above.
Recommendation 3: Improve transition processing for Reserve and National
Guard personnel returning from deployments.
VA Response: Concur In Principle.
One of VBA’s largest areas of outreach is to Reserve and National Guard
personnel. VBA has assisted in the national training of Transition Assistance
Advisors for the National Guard and regional offices have developed local
memorandums of understanding (MOU) with National Guard units. VBA is working
on a national MOU with the Army Reserve. In the near future, VBA will begin
working on national MOUs with other branches of the Reserve forces.

27
",0,0,0,0
455,"The VHA Office of Outreach has begun several initiatives to ensure
Guard/Reserve members separating from active duty receive information about
VA and encourage enrollment for health care. These include:
o Letters are sent to those on the Physical Evaluation Board (PEB) roster to
encourage enrollment into VA health care.
o VA participates in Post Deployment Health Readjustment Assessment
(PDHRA) events.
o VA staff participates in reintegration programs.
o VA staff continues collaboration with the National Guard/VA Transition
Assistance Advisors who are VA trained outreach coordinators in each
State.
o VA staff collaborates with Warriors in Transition and those injured in
Warrior Transition Units.
o VA staff conducts town hall meetings and training conferences with
Guard/Reserve Family Programs.
o VA staff links Army and Marine Point of Contacts (POC) with OEF/OIF
Program Managers at VA medical center and VISNs.
o Future initiative: Geo-mapping of home of record for those OEF/OIF
veterans living in rural areas to identify those in need of services.
There are many individuals returning from current deployments who are unaware
of VA services and benefits and how to access these services. Locating those
living in rural areas will allow VA to provide health care services or authorize care
through civilian health care resources.
Recommendation 4: Increase outreach, responsiveness, and formal
consultation with tribal governments and tribal leaders, particularly in the field.
This issue has been the subject of several presidential addresses:

o Richard M. Nixon, “1970 Special Message to the Congress on
Indian Affairs,”

o Ronald Reagan, “1983 Statement on Indian Policy,”

o George H.W. Bush, “1991 Statement Reaffirming the Government-
to-Government Relationship Between the Federal Government and
Indian Tribal Governments,”

o William J. Clinton, Executive Memorandum (April 1994),
“Government to Government Relations with Native American Tribal
Governments,” and Executive Order 13175 (November 2000),
“Consultation & Coordination with Indian Tribal Government,”

o George W. Bush, Executive Memorandum (September 2004),
“Government-to-Government Relationship with Tribal
Governments.”

VA Response: Concur
28
",0,0,0,0
456,"VA's Assistant Secretary for Public and Intergovernmental Affairs is the staff
official responsible for managing relations with tribal governments and their
leaders.
The Center for Minority Veterans (CMV), and its American Indian/ Alaska Native
Liaison (AI/AN), serve as advocates for American Indian veterans. The CMV
staff serves as advisors to the Secretary on policy and program initiatives
impacting American Indian/Alaska Native veterans’ issues.
The NCA Central Office MVPC Liaison attended the Administration on Aging:
Office for American Indian, Alaskan Native and Native Hawaiian Programs
conference to discuss various issues/concerns affecting the American Indian,
Alaskan Native and Native Hawaiian communities. NCA along with VHA and
VBA provided information at the conference on the various services and benefits
that VA provides. Each administration also participated in a Q&A session and
conducted briefings. VA will be participating in this year’s conference as well.
VBA outreach coordinators will continue to participate in various events to reach
Native American veterans such as VA benefits briefings on reservations and
meetings with local Native American groups. VHA monitors and encourages
Veterans Integrated Service Networks (VISN) to support outreach activities and
clinical interventions to improve access for Native Americans (NA) and Alaska
Natives to VA medical services. The following lists specific activities reported for
fiscal year (FY) 2007, 4th Quarter.
Improving Access
Fourteen of seventeen Networks? reported active engagement in
The following access-related outreach activities:
O Enrollment Tracking (VISN 1, 2, 3, 11, 16, 18)
O Identifying Al/NA population in service area (VISN 16, 21);
OEF/OIF Dual Eligible veterans (VISN 21*)
O Native American Talking Circle contacts (VISN 1)
O VA Post Traumatic Stress Disorder (PTSD) article (# 2) for
Tribal newspaper (VISN 18*)
O Needs Assessment Surveys (VISN 3)
O POW WOWs (VISN 18, 3)
O Meetings/conference calls/Liaison work by various VHA
program staff with Indian Health Services (IHS) program and
Tribal representatives (Ongoing - All reporting VISNs; New
contacts VISN 1, 18, 19, 21%)
O Vet Center Outreach (VISN 23)
O VHA Eligibility Educational Workshops & VBA Benefits
screenings (VISN 18*, 19, 20)
O VHA/VBA Tribal Representative Program expansion and
training (VISN 18*, 20)
29
",0,0,0,0
457,"O Veteran Service Organization (VSO)/Tribal VSO Training
(VISN 23%)
O Credentialing & Training of Indian Health Services MD.:s in
Computerized Patient Records System (CPRS) (VISN 6)
O Expanded CBOC hours of operation and/or services
(VISN 12, 15)
O Community based Outpatient Clinics (CBOC) located near
Tribal areas (VISN 11, 16, 18%, 23%)
Clinical Interventions
Seven Networks reported new/ongoing disease-specific or prevention
services as components of access improvement initiatives:
O Prescription support MOU with multiple Tribes (VISN 20)
O Compensation &Pension Exams (VISN 11*)
O Health Fairs (VISN 3, 16)
O Mental Health and Mental Telehealth services (VISN 12)
O Traditional Healing/Sweat Lodge (VISN 22)
O AI/AN RN Coordinator Home Visits (VISV 18)
Negotiations/Planning Phase
Four Networks are in the planning/negotiation process of new access
Initiatives:
O New outreach initiatives to specific Tribes (VISN 21, 22)
O Telepsychiatry (V1)
O Transportation Program (VISN 21, 22, 23)
O VA MD assigned to Tribal Health Clinic (VISN 21)
2-1/7 VISNs as 4 (V4/5/9/10) of the 21 VISNs are exempt
from this monitor.
The Office of Rural Health (ORH) acknowledges the challenge of providing
services to rural and highly rural veteran populations, including Native Americans
and Alaska Natives. The ORH is working specifically to coordinate delivery of
services with VHA program offices and field units to address these needs and to
ensure the needs of rural veterans are being considered as program
development and implementation takes place. The role of the ORH is to provide
policy, guidance, and oversight within VHA to enhance the delivery of care by
creating greater access, engaging In research, promulgating best practices and
developing sound and effective policies to support the unique needs of enrolled
veterans residing in geographically rural areas.
Also, since 2003, VA and the Department of Health and Human Service's Indian
Health Service have worked together under a formal agreement that encourages
cooperation and resource sharing between the two agencies. Under the
agreement, VA and IHS work to improve health care for rural American Indian
and Alaska Native Veterans, including those who live in rural and very rural
areas.
30
",0,0,0,0
458,"Several specialized initiatives are underway in the Alaska VA Healthcare System:

° The Alaska VA Healthcare System has conducted a mailing on VA
benefits, including health care, to minority veterans. As it has done for the
last 5 years, in October the system will have an outreach table at the
annual Alaska Federation of Natives conference.

° The primary focus of the Alaska VA Healthcare System’s outreach was to
prepare rural communities for returning National Guard troops deployed to
Kuwait. Clinicians were part of a team making presentations in several
communities. The team attended two community “Welcome Home”
events in November — in Kenai, Alaska and Ketchikan, Alaska.

° Health care system employees conducted an outreach program for
veterans of the wars in Afghanistan and Iraq on post-traumatic stress
disorder (PTSD) and a reintegration presentation in December at Manilaq
Health Corporation in Kotzebue. The VA Chaplain and the Transition
Patient Advocate traveled to Bethel on February 6, 2008 and discussed
VA services at a meeting of the Moravian Church Synod. Under an
agreement with the Alaska State Department of Military and Veterans
Affairs, outreach staff will accompany National Guard staff visiting remote
armories in Bethel, Juneau, and Nome.

° VA has current outreach activities including those administered through
VHA Program Offices and Field Units. For example, VA currently
engages in outreach to American Indian and Alaska Native veterans and
has developed the peer-based Tribal Veteran Representative Outreach
Program (TVR). This program provides outreach, peer assistance, and
information on VA benefits through representatives endorsed or
sponsored by recognized Tribal organizations. VA is proud to support this
program as it continues to grow. Last year TVR trained a group of
representatives to conduct outreach to Native Americans. Similar
programs are in place at in other parts of the VA system serving
substantial numbers of Native Americans.

The Alaska VA Healthcare System also holds community events that include

outreach to minority veterans and other veterans. It will conduct five community

forums in 2008, beginning in January. The first forum focused on helping
veterans access VA health care and benefits. Topics for future sessions include
post-traumatic stress disorder, traumatic brain injury, and suicide prevention.

Recommendation 5: Creating awareness of policy on immigrant veterans’

benefits and helping to fast track them into citizenship, where appropriate.

VA Response: Concur In Principle

3]
",0,0,0,0
459,"Assistance with obtaining US citizenship is not within VA’s purview. However,
information on the naturalization preference for those who served in the U.S.
military and are lawful permanent residents is provided in the Federal Benefits for
Veterans and Dependents book. The current issue of the Federal Benefits book
provides a link to the U. S. Citizenship and Immigration Services (USCIS) Web
site which provides information on how to apply for U. S. citizenship.
USCIS Web link:
http://www.uscis.gov/military
Minority Veterans Program Coordinators (approximately 300) have been
provided this information to make available during outreach activities with
veterans in their service areas. This USCIS information includes a fact sheet and
the USCI web link.
Recommendation 6: Support Alaska Natives and Native Americans veterans’
and their families’ needs for burial at homeland locations.
VA Response: Concur
During the first week of April 2008, NCA provided information to the Director for
Veterans Services for the State of Alaska regarding the State Cemetery Grants
program for a possible state cemetery in the future.
NCA along with VHA and VBA provided the Director for Veterans Services for the
State of Alaska information on the various services and benefits that VA has
available. Each administration also participated in a Q&A session and conducted
briefings. VA will be participating in this year’s Office for American Indian,
Alaskan Native and Native Hawaiian Program conference as well.
Recommendation 7: The Secretary and Deputy Secretary mandate that all VA
leadership officials’ performance be evaluated on their implementation of
programs designed to reflect their total commitment to increasing the number
and mix of minorities at the senior staff level. Concurrently, that performance
bonuses be linked to VA leadership officials’ successes in having the work force
mirror the population being served and that VA leaders be encouraged to reflect
in their performance plans active programs that promote employee diversity.
VA Response: Concur In Principle
Senior Executives are evaluated on the implementation of effective affirmative
employment programs within their organizations to meet equal employment
opportunity and diversity goals, and compliance with merit system principles.
Additionally Senior Executives are accountable for ensuring diversity in executive
level committees and ensuring that qualified and high potential applicants in all
succession and workforce development initiatives reflect the diversity of the local
workforce.

32
",0,0,0,0
460,"Recommendation 8: In order to improve and achieve the representation of
minorities on senior staff level, the ACMV recommends that the Secretary
establish clear goals, and metrics for their achievement, to be used as factors in
the performance evaluations of senior ranking officials in the three VA
administrations.
VA Response: Please see response to Recommendation 7.
Recommendation 9: The Secretary and Deputy Secretary mandate VA
leadership officials to utilize all available means — Internships, Mentoring
Program, Executive Career Fields Training Program, Leadership VA, SES
Candidate Development Program — to promote the career development of VA
employees. The ultimate goal is to increase the number of VA minority group
employees in leadership positions throughout the VA.
VA Response: Concur
The VA Strategic Plan FY 2006-2010 contains, Objective E.1, which states-
Recruit, develop, and retain a competent, committed, and diverse workforce that
provides high-quality service to veterans and their families. A section under this
objective states that VA will “Promote workforce diversity to ensure that our
workforce reflects the veteran population we serve.”
NCA Human Resource and Education/Training has consistently provided
internship programs and career development training opportunities designed to
prepare employees presently in lower grades, GS 7 through GS 12, with the
knowledge and skills necessary to perform successfully in senior level positions,
GS 13 through GS 15. The majority of minorities that occupy the lower grades
take full advantage of NCA’s career development opportunities. NCA is on target
to provide opportunities for all employees, to include, women and minorities in
the leadership pipeline, to fill senior level positions as they become available.
NCA employees have consistently applied and have been selected for the
Leadership VA program on an annual basis and achieved successful completion.
NCA is committed to increasing the representation of groups who have lower
than expected participation.
In his annual Equal Employment Opportunity (EEO) Policy Statement to all VBA
employees, the former Under Secretary for Benefits, declared his personal
commitment to meet legal requirements and directives of the STET Commission.
“Experience has taught me that the uniqueness of each employee is an asset of
incalculable worth. | am firmly committed to creating an environment within VBA
that is free of discrimination, where all employees are provided with an opportunity
to develop, perform, and advance to their maximum potential without regard to
race, national origin, color, gender, age, religion, disability status, or sexual
orientation.”

33
",0,0,0,0
461,"VBA’s Assistant Director Development (ADD) Program is designed to help high-
performing employees in Grades 13, 14 or 15 with management experience and
leadership potential to prepare for future Assistant Director positions in Regional
Offices. It provides the opportunity to meet VBA's goal of improving the
opportunities for advancement of women, minorities, and persons with disabilities
in leadership roles. The ADD Program enables participants to prepare for the
Assistant Director position through classroom training, e-learning, self-
development, individual and group projects, and detailed assignments.
VBA's Leadership Enhancement and Development (LEAD) Program is
designed to enhance the leadership potential of high-performing employees in
mid-level grades. It also provides an opportunity to meet VBA's goal of
improving the opportunities for advancement of women, minorities, and
persons with disabilities in leadership roles. The LEAD Program enables
participants to develop their leadership skills through classroom training,
individual and group projects, and shadowing assignments.
The Loan Guaranty Service (LGS) offers non-supervisory LGS field employees at
the GS 9-12 levels an opportunity to participate in the Loan Guaranty Leadership
Enrichment Program. This program is designed to identify and develop a diverse
cadre of potential future leaders within the LGY program.
The Vocational Rehabilitation and Employment (VR&E) Managerial
Enhancement Program (MEP) is designed to identify and enrich a diverse cadre
of potential future leaders within the VR&E workforce. The program is designed
for non-supervisory VR&E regional office personnel at the GS 11-12 level in the
following positions: Vocational Rehabilitation Counselor, Counseling
Psychologist, Employment Coordinator, and Management Analyst.
VBA regional office (ROs) and Central Office personnel may participate in three
internship programs. The programs include the Hispanic Association of Colleges
and Universities (HACU), Minority Access, Inc. (MAI), and the Workforce
Recruitment Program (WRP) for Disabled College Students. VBA’s primary
responsibility in these internship programs Is to ensure the development of work
plans that incorporate meaningful and challenging work assignments for interns,
and to provide high quality and consistent supervision so that the interns’ work
experiences are rewarding.
In VHA, Executive Career Field (ECF) Part D and Element Three — High
Performance Development Model (HPDM) Key Core Competencies (Critical
Element) in the Network Directors and Chief Officers’ Performance Plans are
designed to evaluate VHA executives, and list the actions the Senior Executives
have taken personally to effect positive change and improve overall
organizational performance in the VHA's HPDM key core competencies.

34
",0,0,0,0
